,word,positive count,negative count,positive sentiment,negative sentiment
1088,reason,1.0,2.0,0.128,-0.26825
1089,SHE,4.0,4.0,0.40375,-0.5951
1090,imagine,15.0,3.0,0.100093333333,-0.597433333333
1091,put,6.0,5.0,0.48125,-0.44504
1092,bash,78.0,2.0,0.3744,-0.3495
1093,definition,1.0,1.0,0.6908,-0.8422
1094,misogyny,2.0,2.0,0.54105,-0.59385
1095,People,7.0,55.0,0.585885714286,-0.282996363636
1096,TWITTER,2.0,11.0,0.8388,-0.296
1097,woman's,1.0,1.0,0.5423,-0.85
1098,Helped,1.0,1.0,0.1779,-0.6597
1099,w,27.0,29.0,0.656681481481,-0.39604137931
1100,Praises,1.0,1.0,0.4215,-0.5983
1101,dont,3.0,1.0,0.437533333333,-0.2755
1102,feel,9.0,21.0,0.347533333333,-0.485604761905
1103,utm_content,4.0,14.0,0.6512,-0.447371428571
1104,celeb,2.0,1.0,0.50935,-0.6597
1105,sympathy,8.0,1.0,0.330475,-0.25
1106,brave,37.0,3.0,0.794786486486,-0.593566666667
1107,done,6.0,4.0,0.577983333333,-0.668025
1108,miss,2.0,4.0,0.5983,-0.555125
1109,story,25.0,212.0,0.563424,-0.505577358491
1110,Okay,1.0,1.0,0.3485,-0.0676
1111,leading,1.0,2.0,0.4588,-0.6253
1112,threatening,2.0,4.0,0.3365,-0.770775
1113,least,2.0,9.0,0.44015,-0.698255555556
1114,statement,2.0,4.0,0.584,-0.536475
1115,para,3.0,5.0,0.1896,-0.21548
1116,hotel,4.0,5.0,0.29265,-0.44056
1117,Milano,10.0,1034.0,0.46298,-0.429406673114
1118,interviewed,7.0,14.0,0.4084,-0.548035714286
1119,part,13.0,23.0,0.469392307692,-0.638147826087
1120,believe,5.0,9.0,0.29662,-0.428011111111
1121,kind,4.0,4.0,0.4073,-0.243075
1122,b,3.0,5.0,0.5446,-0.62232
1123,compliments,3.0,3.0,0.0608,-0.540366666667
1124,double,1.0,5.0,0.3919,-0.56262
1125,vocal,8.0,2.0,0.38995,-0.1779
1126,M,3.0,3.0,0.556433333333,-0.6597
1127,supposed,1.0,4.0,0.3485,-0.38415
1128,danh,1.0,1.0,0.4215,-0.5983
1129,#feedingthebeast,6.0,1.0,0.391416666667,-0.8883
1130,deciding,2.0,3.0,0.546,-0.717966666667
1131,Fierstein,1.0,1.0,0.5707,-0.2516
1132,God,16.0,2.0,0.62410625,-0.2484
1133,¢,4.0,1.0,0.6153,-0.5983
1134,Power,41.0,1.0,0.847919512195,-0.902
1135,self,12.0,3.0,0.558908333333,-0.4003
1136,empowered,1.0,1.0,0.3182,-0.3612
1137,Predator,31.0,21.0,0.223780645161,-0.606357142857
1138,couch,2.0,5.0,0.4753,-0.61522
1139,also,16.0,14.0,0.35485,-0.413907142857
1140,With,6.0,12.0,0.490833333333,-0.454616666667
1141,play,9.0,3.0,0.539944444444,-0.353666666667
1142,towards,2.0,6.0,0.24225,-0.70395
1143,Episode,24.0,2.0,0.4809,-0.807
1144,tuvo,1.0,1.0,0.3818,-0.25
1145,Kentucky,5.0,6.0,0.32356,-0.727083333333
1146,nothing,9.0,22.0,0.495733333333,-0.541604545455
1147,The,99.0,78.0,0.365925252525,-0.487356410256
1148,extremely,1.0,2.0,0.4576,-0.75935
1149,singled,3.0,2.0,0.2263,-0.2617
1150,‚,1165.0,1826.0,0.455473562232,-0.553816757941
1151,clear,14.0,1.0,0.0751857142857,-0.3612
1152,WATCH,1.0,4.0,0.4648,-0.6861
1153,attacking,7.0,5.0,0.7424,-0.56356
1154,stones,2.0,1.0,0.6369,-0.7906
1155,gold,1.0,1.0,0.4374,-0.7633
1156,Had,2.0,5.0,0.8708,-0.41042
1157,tinha,1.0,1.0,0.7906,-0.296
1158,Has,1.0,2.0,0.25,-0.8642
1159,Hat,3.0,1.0,0.3968,-0.7717
1160,find,4.0,12.0,0.388175,-0.524375
1161,Kathy,15.0,8.0,0.373453333333,-0.4079875
1162,£,5.0,12.0,0.4964,-0.578491666667
1163,pretty,4.0,4.0,0.660975,-0.360575
1164,feminists,44.0,442.0,0.592838636364,-0.179150904977
1165,8,2.0,30.0,0.25985,-0.61799
1166,acusado,1.0,4.0,0.7027,-0.64905
1167,they'd,1.0,1.0,0.6966,-0.5719
1168,courage,6.0,4.0,0.70365,-0.39035
1169,rest,4.0,18.0,0.462125,-0.327616666667
1170,shared,4.0,1.0,0.544525,-0.2732
1171,Harrassment,1.0,3.0,0.5696,-0.3551
1172,showed,1.0,4.0,0.8439,-0.18435
1173,sacrificed,6.0,2.0,0.391416666667,-0.8754
1174,THIS,11.0,1.0,0.473245454545,-0.4648
1175,cry,1.0,1.0,0.8622,-0.926
1176,Powerful,2.0,11.0,0.4753,-0.278181818182
1177,common,1.0,1.0,0.4199,-0.1007
1178,set,4.0,1.0,0.479725,-0.9186
1179,For,1.0,49.0,0.4215,-0.295893877551
1180,sex,243.0,137.0,0.453567489712,-0.25053649635
1181,see,47.0,38.0,0.606612765957,-0.299055263158
1182,close,2.0,1.0,0.35565,-0.5574
1183,arm,4.0,2.0,0.40885,-0.30405
1184,Harvey's,1.0,4.0,0.5423,-0.4551
1185,movie,18.0,24.0,0.481627777778,-0.5197875
1186,please,2.0,3.0,0.6815,-0.5018
1187,demons,1.0,3.0,0.4588,-0.1613
1188,Terry,25.0,3.0,0.3612,-0.268833333333
1189,probably,3.0,7.0,0.679433333333,-0.553185714286
1190,donate,1.0,1.0,0.4404,-0.8689
1191,knowing,1.0,3.0,0.3224,-0.486766666667
1192,Hypocrite,4.0,6.0,0.256275,-0.639866666667
1193,Could,2.0,1.0,0.2732,-0.4939
1194,attention,4.0,6.0,0.42655,-0.462683333333
1195,Against,10.0,9.0,0.60047,-0.121333333333
1196,incident,3.0,2.0,0.377733333333,-0.52645
1197,Madonna,66.0,5773.0,0.402968181818,-0.786764576477
1198,AND,6.0,8.0,0.438683333333,-0.537925
1199,c,4.0,13.0,0.2637,-0.458523076923
1200,Unexpected,21.0,1.0,0.3382,-0.25
1201,last,6.0,4.0,0.325816666667,-0.643825
1202,influential,2.0,2.0,0.5558,-0.0258
1203,wouldn't,16.0,3.0,0.6554125,-0.442066666667
1204,became,1.0,1.0,0.5204,-0.3818
1205,NOTHING,1.0,6.0,0.5598,-0.52865
1206,Yep,1.0,4.0,0.4767,-0.64995
1207,Yes,10.0,5.0,0.59746,-0.29224
1208,whole,3.0,3.0,0.529066666667,-0.422433333333
1209,Yet,1.0,2.0,0.802,-0.47635
1210,#VideoTrends,2.0,1.0,0.6112,-0.296
1211,liked,11.0,2.0,0.588654545455,-0.47825
1212,point,3.0,13.0,0.4163,-0.270153846154
1213,reasons,1.0,1.0,0.6369,-0.2732
1214,whatever,2.0,2.0,0.38635,-0.24695
1215,likes,5.0,3.0,0.31116,-0.607866666667
1216,Way,3.0,6.0,0.3151,-0.4288
1217,Was,6.0,3.0,0.32225,-0.5093
1218,along,2.0,5.0,0.76815,-0.38674
1219,finally,7.0,5.0,0.596128571429,-0.57214
1220,described,1.0,6.0,0.2003,-0.660766666667
1221,political,1.0,2.0,0.0258,-0.2378
1222,secret,3.0,27.0,0.120166666667,-0.113840740741
1223,describes,1.0,7.0,0.4588,-0.792585714286
1224,damn,1.0,2.0,0.3007,-0.51635
1225,Movie,10.0,2.0,0.72149,-0.6235
1226,ph,1.0,1.0,0.4215,-0.5983
1227,Cara,6.0,2.0,0.4391,-0.08895
1228,Women,81.0,5874.0,0.568158024691,-0.774246424923
1229,sweetheart,7.0,4.0,0.519957142857,-0.415025
1230,Especially,4.0,2.0,0.747,-0.64145
1231,HER,4.0,6.0,0.449975,-0.627816666667
1232,what's,1.0,1.0,0.4388,-0.25
1233,else,6.0,8.0,0.713866666667,-0.453875
1234,understand,75.0,11.0,0.846872,-0.798281818182
1235,She's,7.0,23.0,0.3973,-0.672208695652
1236,look,9.0,10.0,0.421611111111,-0.51677
1237,straight,2.0,2.0,0.58355,-0.41735
1238,fue,2.0,1.0,0.1738,-0.695
1239,replaced,1.0,2.0,0.3774,-0.62175
1240,ø,1.0,2.0,0.2732,-0.148
1241,behavior,1.0,3.0,0.8053,-0.893033333333
1242,NASTY,9.0,67.0,0.155511111111,-0.567270149254
1243,voters,4.0,4.0,0.6239,-0.636
1244,pussyhats,1.0,2.0,0.625,-0.5362
1245,Teen,2.0,7.0,0.6128,-0.364285714286
1246,funny,4.0,2.0,0.51635,-0.1901
1247,shirt,2.0,10.0,0.0258,-0.3382
1248,anymore,1.0,1.0,0.1901,-0.2462
1249,9,4.0,7.0,0.52985,-0.850842857143
1250,About,8.0,29.0,0.440075,-0.574162068966
1251,used,10.0,6.0,0.74051,-0.513633333333
1252,yesterday,1.0,1.0,0.8442,-0.4019
1253,moment,1.0,6.0,0.8126,-0.6531
1254,Crossing,1.0,1.0,0.5719,-0.5267
1255,YOU,13.0,13.0,0.640215384615,-0.748169230769
1256,Jolie,28.0,475.0,0.525953571429,-0.206754315789
1257,recent,1.0,1.0,0.4215,-0.4767
1258,PINK,1.0,4.0,0.3612,-0.6973
1259,anybody,2.0,1.0,0.2588,-0.5574
1260,person,9.0,7.0,0.517311111111,-0.514114285714
1261,thats,1.0,8.0,0.9341,-0.5256
1262,know,23.0,86.0,0.447139130435,-0.378168604651
1263,è,1.0,2.0,0.6605,-0.77685
1264,HAVE,1.0,1.0,0.6705,-0.4648
1265,world,39.0,16.0,0.630882051282,-0.36685
1266,Nope,6.0,1.0,0.54465,-0.6705
1267,letting,1.0,2.0,0.4215,-0.40545
1268,PIG,1.0,4.0,0.6369,-0.8992
1269,parents,2.0,5.0,0.4753,-0.2263
1270,crying,1.0,2.0,0.4621,-0.81565
1271,surprised,4.0,2.0,0.614425,-0.393
1272,On,2.0,5704.0,0.47395,-0.789906241234
1273,march,34.0,16.0,0.631652941176,-0.64659375
1274,Oh,200.0,23.0,0.681756,-0.517882608696
1275,Did,10.0,20.0,0.48403,-0.281135
1276,big,11.0,14.0,0.482372727273,-0.4606
1277,couple,1.0,2.0,0.6588,-0.10115
1278,YEAH,1.0,4.0,0.625,-0.7284
1279,utm_source,4.0,14.0,0.6512,-0.447371428571
1280,game,5.0,8.0,0.53688,-0.70625
1281,Truth,42.0,7.0,0.860102380952,-0.375828571429
1282,Care,14.0,1.0,0.6597,0.0
1283,Or,7.0,27.0,0.327828571429,-0.5653
1284,ON,4.0,10.0,0.646475,-0.7176
1285,OF,9.0,14.0,0.387555555556,-0.681357142857
1286,message,1.0,2.0,0.7017,-0.3275
1287,ignore,5.0,3.0,0.34,-0.7346
1288,absolutely,1.0,3.0,0.5411,-0.1885
1289,fake,1.0,14.0,0.6369,-0.536242857143
1290,back,21.0,11.0,0.502161904762,-0.387936363636
1291,Responds,1.0,3.0,0.5696,-0.3551
1292,added,2.0,5.0,0.3682,-0.66872
1293,#nasty,2.0,1.0,0.8225,-0.7202
1294,scandal,1.0,46.0,0.1779,-0.393423913043
1295,meds,1.0,3.0,0.5425,-0.460933333333
1296,pelo,1.0,4.0,0.7906,-0.66695
1297,Nothing,4.0,16.0,0.07805,-0.44818125
1298,Here's,1.0,6.0,0.7506,-0.659883333333
1299,run,1.0,4.0,0.3182,-0.482025
1300,Look,4.0,4.0,0.400525,-0.30155
1301,bc,9.0,4.0,0.4835,-0.2616
1302,word,8.0,457.0,0.340075,-0.196853172867
1303,Bill,4.0,55.0,0.417,-0.280012727273
1304,Lena,3.0,7.0,0.657333333333,-0.268085714286
1305,O,26.0,7.0,0.4036,-0.336614285714
1306,David,4.0,1.0,0.3382,-0.3254
1307,step,1.0,7.0,0.6239,-0.153971428571
1308,Bob,1.0,1.0,0.3612,-0.2942
1309,Hello,2.0,3.0,0.5684,-0.8655
1310,anything,28.0,28.0,0.249542857143,-0.383067857143
1311,trato,1.0,1.0,0.3818,-0.25
1312,hatred,1.0,5.0,0.128,-0.89948
1313,wanna,2.0,1.0,0.4617,0.0
1314,silence,6.0,18.0,0.441383333333,-0.572755555556
1315,jimmy,1.0,2.0,0.4019,-0.5424
1316,garbage,1.0,2.0,0.2732,-0.21075
1317,harassed,12.0,22.0,0.213875,-0.577131818182
1318,Young,1.0,1.0,0.7263,-0.7003
1319,Shares,5.0,2.0,0.35928,0.0
1320,Loud-Mouth,19.0,15.0,0.313605263158,-0.477106666667
1321,Speech,2.0,4.0,0.39565,-0.614175
1322,NEW,5.0,1.0,0.42074,-0.321
1323,Scarborough,1.0,4.0,0.6369,-0.636
1324,delusional,66.0,1.0,0.537107575758,-0.4939
1325,•,1.0,1.0,0.3612,-0.6808
1326,..,28.0,65.0,0.403192857143,-0.530870769231
1327,question,4.0,1.0,0.312325,-0.6908
1328,long,8.0,8.0,0.4433,-0.6120125
1329,Where's,2.0,22.0,0.46205,-0.682304545455
1330,suit,1.0,5.0,0.8674,-0.44566
1331,forward,48.0,17.0,0.412460416667,-0.430458823529
1332,Awards,41.0,10.0,0.83662195122,0.0
1333,poster,2.0,5.0,0.4648,-0.4019
1334,line,3.0,3.0,0.532966666667,-0.6699
1335,I'll,4.0,1.0,0.299575,-0.7506
1336,Hollywood's,7.0,4.0,0.458371428571,-0.746125
1337,Twitter,8.0,73.0,0.7266,-0.253221917808
1338,....,8.0,9.0,0.2563,-0.493822222222
1339,hasn't,2.0,3.0,0.3419,-0.510733333333
1340,us,61.0,14.0,0.456539344262,-0.477478571429
1341,ur,2.0,1.0,0.7351,-0.347
1342,slander,1.0,3.0,0.4019,-0.580733333333
1343,un,4.0,4.0,0.690225,-0.2823
1344,today,6.0,3.0,0.5771,-0.742033333333
1345,z,2.0,1.0,0.7011,-0.5267
1346,called,17.0,31.0,0.558058823529,-0.626509677419
1347,#MAGA,1.0,41.0,0.2263,-0.570231707317
1348,To,57.0,100.0,0.426926315789,-0.534989
1349,single,2.0,2.0,0.0707,-0.7824
1350,Linda,8.0,3.0,0.1695,-0.602633333333
1351,EXCLUSIVE,42.0,2.0,0.30680952381,-0.5423
1352,TV,119.0,168.0,0.427049579832,-0.255249404762
1353,TO,3.0,5.0,0.469266666667,-0.6753
1354,definitely,5.0,1.0,0.4019,-0.2263
1355,actors,2.0,3.0,0.39465,-0.459833333333
1356,produtor,1.0,4.0,0.7027,-0.6597
1357,nice,7.0,5.0,0.346757142857,-0.49298
1358,HYPOCRISY,1.0,1.0,0.7125,-0.2617
1359,Shower,3.0,1.0,0.3877,-0.7096
1360,AS,1.0,2.0,0.694,-0.8459
1361,AT,6.0,2.0,0.530083333333,-0.6369
1362,Making,4.0,5.0,0.478575,-0.532
1363,ago,253.0,19.0,0.594556126482,-0.424131578947
1364,e,5.0,34.0,0.6728,-0.703414705882
1365,acosarla,1.0,1.0,0.3818,-0.25
1366,nast,1.0,1.0,0.7141,-0.5574
1367,Am,1.0,5.0,0.0772,-0.27592
1368,she'd,72.0,9.0,0.852463888889,-0.492344444444
1369,responded,3.0,53.0,0.2341,-0.440873584906
1370,As,4.0,34.0,0.52665,-0.123288235294
1371,At,4.0,10.0,0.3146,-0.66343
1372,ignorant,1.0,2.0,0.7579,-0.3364
1373,Apparently,145.0,3.0,0.4486,-0.441766666667
1374,Time,3.0,5.0,0.558266666667,-0.5007
1375,Dumbass,1.0,16.0,0.0258,-0.8948
1376,go,13.0,29.0,0.496392307692,-0.58044137931
1377,psycho,1.0,4.0,0.4404,-0.424675
1378,tweeted,7.0,1.0,0.4215,-0.6705
1379,issues,8.0,4.0,0.219225,-0.353675
1380,Notice,2.0,1.0,0.5719,-0.2225
1381,Someone,14.0,4.0,0.39385,-0.677275
1382,Ky.,1.0,1.0,0.6908,-0.6166
1383,young,8.0,12.0,0.7202,-0.620741666667
1384,Award,13.0,2.0,0.765884615385,-0.5574
1385,Eminem,5.0,3.0,0.7506,-0.244066666667
1386,Words,1.0,1.0,0.3612,-0.2263
1387,Not,76.0,18.0,0.482569736842,-0.387833333333
1388,MADONNA,4.0,6.0,0.634075,-0.707133333333
1389,include,1.0,3.0,0.4712,-0.584666666667
1390,Wynonna,1.0,2.0,0.4215,-0.35425
1391,sent,1.0,3.0,0.6369,-0.266633333333
1392,outside,1.0,2.0,0.2732,-0.3716
1393,bimbo,1.0,1.0,0.7579,-0.4767
1394,Celebrity,1.0,3.0,0.0258,-0.5184
1395,P,2.0,1.0,0.3976,-0.8197
1396,"71,",3.0,2.0,0.5267,-0.2138
1397,putting,1.0,2.0,0.5984,-0.2294
1398,telling,3.0,8.0,0.521933333333,-0.63145
1399,#tcot,2.0,31.0,0.6597,-0.435806451613
1400,Mcgowan,1.0,4.0,0.1901,-0.62615
1401,Talking,1.0,4.0,0.5719,-0.203675
1402,race,2.0,1.0,0.44905,-0.0516
1403,bleeding,22.0,1.0,0.7456,-0.8807
1404,ze,1.0,1.0,0.8225,-0.3254
1405,Fast,2.0,1.0,0.3612,-0.7506
1406,video,15.0,20.0,0.553873333333,-0.505315
1407,power,22.0,5.0,0.631863636364,-0.65032
1408,giving,6.0,2.0,0.572266666667,-0.46445
1409,fine,1.0,1.0,0.5994,-0.2822
1410,waiting,3.0,11.0,0.364,-0.532636363636
1411,#HarveyWeinstein,15.0,5704.0,0.573853333333,-0.790176314867
1412,America,4.0,24.0,0.5719,-0.490333333333
1413,libtards,2.0,2.0,0.5839,-0.2263
1414,body,6.0,1.0,0.4917,-0.7506
1415,exchange,2.0,7.0,0.2685,-0.779657142857
1416,Yup,1.0,2.0,0.5106,0.0
1417,Polanski,1.0,1.0,0.802,-0.7616
1418,let,12.0,11.0,0.242241666667,-0.418254545455
1419,jeans,2.0,1.0,0.8225,-0.4951
1420,others,32.0,54.0,0.434546875,-0.523414814815
1421,sing,1.0,1.0,0.316,-0.5983
1422,mindset,5.0,2.0,0.4019,-0.1759
1423,great,15.0,4.0,0.69246,-0.433675
1424,weinstein,6.0,4.0,0.5301,-0.479625
1425,survivor,1.0,1.0,0.8299,-0.4939
1426,CAREER,1.0,1.0,0.2415,-0.8197
1427,30,3.0,6.0,0.663866666667,-0.532383333333
1428,Jennifer,11.0,17.0,0.606581818182,-0.307882352941
1429,CBS,1.0,1.0,0.5448,-0.5106
1430,opinion,8.0,1.0,0.561625,-0.7269
1431,makes,5.0,35.0,0.2273,-0.187302857143
1432,Wonder,7.0,16.0,0.486671428571,-0.65015
1433,win,8.0,2.0,0.6543125,-0.7369
1434,app,1.0,5.0,0.3919,-0.836
1435,Alleged,3.0,7.0,0.733466666667,-0.471928571429
1436,ë,1.0,2.0,0.4215,-0.6344
1437,names,1.0,54.0,0.4215,-0.531235185185
1438,apply,1.0,2.0,0.3612,-0.3716
1439,standing,2.0,7.0,0.46485,-0.547271428571
1440,use,2.0,3.0,0.64075,-0.226666666667
1441,Huh,1.0,1.0,0.6115,-0.163
1442,next,25.0,13.0,0.702616,-0.549823076923
1443,doubt,1.0,1.0,0.4404,-0.7067
1444,means,1.0,2.0,0.5562,-0.0258
1445,start,3.0,3.0,0.275033333333,-0.782066666667
1446,WOMEN,1.0,6.0,0.6089,-0.78095
1447,started,2.0,8.0,0.46715,-0.5182875
1448,Done,1.0,1.0,0.0258,-0.1779
1449,Claire,1.0,2.0,0.7506,-0.2263
1450,ashamed,4.0,6.0,0.642075,-0.4767
1451,women,270.0,423.0,0.604243333333,-0.450026713948
1452,ALL,2.0,6.0,0.73645,-0.778816666667
1453,LIKE,3.0,10.0,0.5551,-0.3382
1454,f,1.0,1.0,0.4767,-0.636
1455,us.,19.0,1.0,0.5267,0.0
1456,Video,7.0,5.0,0.506014285714,-0.33408
1457,Whitehouse,1.0,1.0,0.3527,-0.4939
1458,didnt,1.0,1.0,0.5229,-0.6705
1459,proof,3.0,1.0,0.7311,-0.4939
1460,control,1.0,11.0,0.5142,-0.467681818182
1461,lock,1.0,1.0,0.3612,-0.6908
1462,something,7.0,19.0,0.586457142857,-0.498715789474
1463,Party,1.0,6.0,0.4118,-0.3818
1464,rape,3.0,93.0,0.622866666667,-0.554946236559
1465,Rosie,29.0,15.0,0.441179310345,-0.453413333333
1466,sit,1.0,3.0,0.5707,-0.2928
1467,instead,10.0,14.0,0.43896,-0.356392857143
1468,#Weinstein,60.0,25.0,0.430453333333,-0.51568
1469,de,30.0,65.0,0.455753333333,-0.580763076923
1470,stop,3.0,59.0,0.477166666667,-0.431345762712
1471,Ryan,31.0,1.0,0.497441935484,0.0
1472,Roman,1.0,1.0,0.802,-0.7616
1473,abuse,8.0,49.0,0.2329125,-0.472742857143
1474,records,1.0,1.0,0.1779,-0.926
1475,famous,11.0,7.0,0.4231,-0.460614285714
1476,lame,1.0,1.0,0.3382,-0.2163
1477,One,3.0,1.0,0.442066666667,-0.836
1478,Middle,37.0,20.0,0.347256756757,-0.46374
1479,ottom,4.0,13.0,0.6512,-0.459015384615
1480,Sorvino,10.0,21.0,0.42587,-0.715176190476
1481,producer,1.0,8.0,0.4574,-0.550875
1482,move,3.0,1.0,0.6484,-0.298
1483,Retweeted,1.0,2.0,0.3612,-0.6064
1484,whilst,2.0,1.0,0.60995,-0.7579
1485,won't,3.0,4.0,0.412433333333,-0.380875
1486,looks,55.0,21.0,0.374274545455,-0.685357142857
1487,bunch,6.0,2.0,0.6989,-0.8328
1488,le,2.0,4.0,0.51045,-0.62375
1489,ß,3.0,12.0,0.504566666667,-0.474083333333
1490,la,6.0,35.0,0.531116666667,-0.705194285714
1491,Loud,2.0,2.0,0.43095,-0.5983
1492,Who's,1.0,4.0,0.4767,-0.40975
1493,Women's,39.0,8.0,0.783607692308,-0.557625
1494,outed,1.0,3.0,0.5719,-0.457
1495,2017,40.0,5.0,0.4887275,-0.51138
1496,Ashley,2780.0,14377.0,0.484853561151,-0.672443479168
1497,lunatic,2.0,2.0,0.0772,-0.71215
1498,mention,2.0,3.0,0.72355,-0.590833333333
1499,Can,3.0,5.0,0.440166666667,-0.49172
1500,front,1.0,7.0,0.6908,-0.465514285714
1501,flee,2.0,27.0,0.3389,-0.739796296296
1502,day,6.0,2.0,0.358566666667,-0.47415
1503,Respond,2.0,1.0,0.2619,-0.926
1504,comedy,1.0,1.0,0.3612,-0.8143
1505,†,127.0,23.0,0.509566929134,-0.538691304348
1506,theory,1.0,1.0,0.3612,-0.2584
1507,truth,23.0,3.0,0.633952173913,-0.508533333333
1508,Kate,4.0,4.0,0.585,-0.296
1509,Steinem,2.0,3.0,0.54595,-0.3089
1510,ABC,10.0,38.0,0.4614,-0.562342105263
1511,sexual,41.0,131.0,0.390548780488,-0.404019083969
1512,special,3.0,4.0,0.676333333333,-0.27475
1513,Very,2.0,3.0,0.49245,-0.686033333333
1514,Season,1.0,2.0,0.5095,-0.558
1515,lecture,19.0,3.0,0.5267,-0.7964
1516,cause,1.0,5.0,0.4588,-0.37672
1517,º,2.0,4.0,0.58005,-0.476375
1518,shut,17.0,17.0,0.413758823529,-0.583429411765
1519,This,73.0,31.0,0.402571232877,-0.547061290323
1520,completely,28.0,9.0,0.313803571429,-0.692277777778
1521,que,13.0,18.0,0.306069230769,-0.53835
1522,collection,1.0,1.0,0.2732,-0.607
1523,could,29.0,31.0,0.39164137931,-0.484458064516
1524,times,2.0,6.0,0.64505,-0.585733333333
1525,Hypocrisy,4.0,1.0,0.210275,-0.7777
1526,powerful,8.0,5.0,0.6066875,-0.1569
1527,MSNBC,1.0,1.0,0.6597,-0.2263
1528,doesn't,4.0,12.0,0.470475,-0.340141666667
1529,playlist,2.0,1.0,0.3682,-0.7845
1530,NY,2.0,2.0,0.67045,-0.7914
1531,vulgar,1.0,3.0,0.625,-0.494233333333
1532,vagina,6.0,5707.0,0.410983333333,-0.790119572455
1533,Pelosi,1.0,4.0,0.8316,-0.636
1534,lot,2.0,7.0,0.5669,-0.531314285714
1535,exactly,3.0,4.0,0.618,-0.504925
1536,HERE,7.0,2.0,0.4215,-0.6369
1537,R,2.0,4.0,0.8388,-0.554275
1538,Democratic,3.0,6.0,0.368533333333,-0.3818
1539,#Hollywood,4.0,1.0,0.197325,-0.1263
1540,loved,2.0,5.0,0.1602,-0.13316
1541,Maxine,1.0,2.0,0.2732,-0.2787
1542,screeching,2.0,2.0,0.296,-0.4094
1543,loves,29.0,6.0,0.125203448276,-0.287333333333
1544,bet,2.0,2.0,0.3066,-0.76445
1545,accusing,3.0,9.0,0.593466666667,-0.644955555556
1546,Other,5.0,2.0,0.5574,-0.5234
1547,defending,1.0,3.0,0.4329,-0.7941
1548,need,38.0,14.0,0.226355263158,-0.528664285714
1549,apparently,3.0,4.0,0.4531,-0.6923
1550,clearly,1.0,2.0,0.5425,-0.4661
1551,complete,4.0,4.0,0.458425,-0.7516
1552,screw,2.0,2.0,0.3094,-0.33785
1553,afraid,3.0,3.0,0.7846,-0.673666666667
1554,BIG,2.0,8.0,0.6115,-0.53995
1555,After,36.0,18.0,0.502244444444,-0.4499
1556,Snowflake,2.0,14.0,0.4753,-0.181357142857
1557,Flee,1.0,1.0,0.1779,-0.6597
1558,Stamos,1.0,1.0,0.8585,-0.128
1559,Weinstein,1096.0,5562.0,0.513513868613,-0.660845505214
1560,where's,1.0,1.0,0.443,-0.1695
1561,Games,2.0,2.0,0.7902,-0.22515
1562,KARMA,3.0,3.0,0.5859,-0.7625
1563,blaming,3.0,2.0,0.497633333333,-0.7157
1564,witness,1.0,2.0,0.2434,-0.81865
1565,hypocrite,10.0,24.0,0.42536,-0.5334
1566,request,2.0,586.0,0.5081,-0.6166
1567,Actress,6.0,8.0,0.225166666667,-0.5671875
1568,face,7.0,6.0,0.413757142857,-0.437383333333
1569,looked,6.0,3.0,0.3844,-0.594133333333
1570,denouncing,2.0,1.0,0.39845,-0.8271
1571,se,4.0,3.0,0.4409,-0.311166666667
1572,#Enabler,2.0,1.0,0.4939,-0.2755
1573,Matt,3.0,2.0,0.675966666667,-0.3385
1574,dejara,1.0,1.0,0.3818,-0.25
1575,anyway,2.0,2.0,0.42245,-0.64075
1576,Cyrus,2.0,2.0,0.61675,-0.57075
1577,bring,2.0,2.0,0.53035,-0.33295
1578,ì,3.0,2.0,0.424633333333,-0.557
1579,democrats,1.0,1.0,0.4486,-0.8172
1580,fear,1.0,3.0,0.9273,-0.810566666667
1581,MUST,1.0,3.0,0.6369,-0.7202
1582,one,45.0,54.0,0.408424444444,-0.487601851852
1583,based,1.0,1.0,0.3919,-0.5106
1584,knowledge,2.0,1.0,0.3471,-0.2921
1585,grabber,4.0,16.0,0.6239,-0.3818
1586,York,6.0,3.0,0.5199,-0.5729
1587,hope,5.0,8.0,0.48218,-0.656075
1588,meant,4.0,1.0,0.552775,-0.4995
1589,#autographs,2.0,1.0,0.25985,-0.7003
1590,they're,1.0,1.0,0.8126,-0.5719
1591,ones,4.0,5.0,0.710225,-0.4455
1592,sues,1.0,1.0,0.1779,-0.926
1593,words,2.0,13.0,0.36575,-0.549138461538
1594,THE,4.0,12.0,0.4276,-0.675008333333
1595,endless,1.0,1.0,0.4939,-0.5859
1596,Because,2.0,14.0,0.65555,-0.652364285714
1597,course,2.0,3.0,0.3143,-0.598266666667
1598,Move,4.0,2.0,0.5358,-0.4404
1599,Paltrow,29.0,478.0,0.536682758621,-0.208356485356
1600,calling,9.0,55.0,0.413755555556,-0.472154545455
1601,allegation,2.0,5.0,0.2983,-0.4183
1602,protesting,1.0,6.0,0.434,-0.666283333333
1603,including,3.0,6.0,0.4192,-0.498916666667
1604,grab,8.0,1.0,0.5826625,-0.5859
1605,accuser,69.0,16.0,0.51094057971,-0.4128125
1606,Diane,39.0,43.0,0.501058974359,-0.497481395349
1607,Kind,2.0,3.0,0.50495,-0.0258
1608,.https,1.0,2.0,0.6256,-0.5288
1609,predator,173.0,21.0,0.453620809249,-0.612271428571
1610,Good,208.0,4.0,0.679883173077,-0.322325
1611,®,2.0,6.0,0.1779,-0.5202
1612,Rosanna,8.0,2.0,0.5363875,-0.26115
